序号	频率准确度	测试时间			
463	-5.50E-12	2013-12-14 9:53	0	19999998325	3b
464	-8.25E-12	2013-12-14 9:53	0	19999998800	15
465	-6.38E-12	2013-12-14 9:53	0	19999999600	0b
466	-5.63E-12	2013-12-14 9:53	0	19999999550	58
467	-9.00E-12	2013-12-14 9:53	0	19999999350	5e
468	-8.50E-12	2013-12-14 9:53	0	19999999750	5a
469	-6.75E-12	2013-12-14 9:54	0	19999999375	7b
470	-8.25E-12	2013-12-14 9:54	0	19999999675	7e
471	-8.00E-12	2013-12-14 9:54	0	19999998625	3e
472	-7.88E-12	2013-12-14 9:54	0	19999998275	6a
473	-5.63E-12	2013-12-14 9:54	0	19999999175	79
474	-5.38E-12	2013-12-14 9:54	0	19999998925	31
475	-6.75E-12	2013-12-14 9:55	0	19999999175	79
476	-5.75E-12	2013-12-14 9:55	0	19999998725	3f
477	-9.38E-12	2013-12-14 9:55	0	19999998425	3c
478	-8.38E-12	2013-12-14 9:55	0	19999998625	3e
479	-1.33E-11	2013-12-14 9:55	0	19999998325	3b
480	-4.50E-12	2013-12-14 9:55	0	19999998700	1a
481	-1.21E-11	2013-12-14 9:56	0	19999999425	2c
482	-8.63E-12	2013-12-14 9:56	0	19999998850	45
483	-1.11E-11	2013-12-14 9:56	0	19999999100	0c
484	-5.00E-12	2013-12-14 9:56	0	19999999200	0f
485	-7.38E-12	2013-12-14 9:56	0	19999998775	6f
486	-6.75E-12	2013-12-14 9:56	0	19999997900	ffffffe4
487	-4.25E-12	2013-12-14 9:57	0	19999998450	49
488	-1.10E-11	2013-12-14 9:57	0	19999998850	45
489	-1.15E-11	2013-12-14 9:57	0	19999999450	59
490	-8.75E-12	2013-12-14 9:57	0	19999998450	49
491	-1.03E-11	2013-12-14 9:57	0	19999998800	15
492	-6.13E-12	2013-12-14 9:57	0	19999999150	5c
493	-1.05E-11	2013-12-14 9:58	0	19999999375	7b
494	-8.75E-12	2013-12-14 9:58	0	19999998925	31
495	-7.00E-12	2013-12-14 9:58	0	19999998150	4c
496	-2.88E-12	2013-12-14 9:58	0	19999999475	7c
497	-1.14E-11	2013-12-14 9:58	0	19999999225	2a
498	-8.25E-12	2013-12-14 9:58	0	19999999225	2a
499	-7.00E-12	2013-12-14 9:59	0	19999998625	3e
500	-5.50E-12	2013-12-14 9:59	0	19999998875	60
501	-7.63E-12	2013-12-14 9:59	0	19999998275	6a
502	-9.38E-12	2013-12-14 9:59	0	19999998775	6f
503	-9.25E-12	2013-12-14 9:59	0	19999999175	79
504	-7.88E-12	2013-12-14 9:59	0	19999998975	61
505	-6.25E-12	2013-12-14 10:00	0	19999998875	60
506	-8.75E-12	2013-12-14 10:00	0	19999999275	7a
507	-6.63E-12	2013-12-14 10:00	0	19999998775	6f
508	-1.00E-12	2013-12-14 10:00	0	19999999325	2b
509	-7.13E-12	2013-12-14 10:00	0	19999999075	78
510	-8.63E-12	2013-12-14 10:00	0	19999998425	3c
511	-6.00E-12	2013-12-14 10:01	0	19999998725	3f
512	-4.63E-12	2013-12-14 10:01	0	19999999275	7a
513	-6.50E-12	2013-12-14 10:01	0	19999998450	49
514	-8.13E-12	2013-12-14 10:01	0	19999998700	1a
515	-8.75E-12	2013-12-14 10:01	0	19999998400	19
516	-8.50E-12	2013-12-14 10:01	0	19999998300	1e
517	-7.75E-12	2013-12-14 10:02	0	19999999150	5c
518	-9.13E-12	2013-12-14 10:02	0	19999998275	6a
519	-3.63E-12	2013-12-14 10:02	0	19999998875	60
520	-1.23E-11	2013-12-14 10:02	0	19999997775	ffffff9f
521	-1.01E-11	2013-12-14 10:02	0	19999998775	6f
522	-8.13E-12	2013-12-14 10:02	0	19999999575	7d
523	-7.75E-12	2013-12-14 10:03	0	19999998925	31
524	-9.38E-12	2013-12-14 10:03	0	19999998700	1a
525	-9.88E-12	2013-12-14 10:03	0	19999998625	3e
526	-9.38E-12	2013-12-14 10:03	0	19999999575	7d
527	-1.09E-11	2013-12-14 10:03	0	19999998850	45
528	-5.38E-12	2013-12-14 10:03	0	19999998550	48
529	-1.13E-11	2013-12-14 10:04	0	19999999150	5c
530	-1.16E-11	2013-12-14 10:04	0	19999998900	14
531	-8.88E-12	2013-12-14 10:04	0	19999999550	58
532	-7.25E-12	2013-12-14 10:04	0	19999998650	4b
533	-4.50E-12	2013-12-14 10:04	0	19999998675	6e
534	-8.75E-12	2013-12-14 10:04	0	19999998600	1b
535	-8.88E-12	2013-12-14 10:05	0	19999998825	30
536	-9.63E-12	2013-12-14 10:05	0	19999998575	6d
537	-1.01E-11	2013-12-14 10:05	0	19999998750	4a
538	-1.31E-11	2013-12-14 10:05	0	19999998825	30
539	-1.15E-11	2013-12-14 10:05	0	19999998625	3e
540	-6.50E-12	2013-12-14 10:05	0	19999999425	2c
541	-7.38E-12	2013-12-14 10:06	0	19999998875	60
542	-7.88E-12	2013-12-14 10:06	0	19999998750	4a
543	-8.25E-12	2013-12-14 10:06	0	19999999450	59
544	-8.38E-12	2013-12-14 10:06	0	19999998425	3c
545	-7.25E-12	2013-12-14 10:06	0	19999998275	6a
546	-6.00E-12	2013-12-14 10:06	0	19999998500	18
547	-7.63E-12	2013-12-14 10:07	0	19999998925	31
548	-6.13E-12	2013-12-14 10:07	0	19999998625	3e
549	-5.88E-12	2013-12-14 10:07	0	19999998900	14
550	-9.00E-12	2013-12-14 10:07	0	19999998050	4d
551	-6.88E-12	2013-12-14 10:07	0	19999998975	61
552	-6.13E-12	2013-12-14 10:07	0	19999998050	4d
553	-8.50E-12	2013-12-14 10:08	0	19999999200	0f
554	-9.63E-12	2013-12-14 10:08	0	19999998275	6a
555	-7.75E-12	2013-12-14 10:08	0	19999998275	6a
556	-8.13E-12	2013-12-14 10:08	0	19999998700	1a
557	-7.88E-12	2013-12-14 10:08	0	19999998800	15
558	-8.13E-12	2013-12-14 10:08	0	19999999150	5c
559	-5.50E-12	2013-12-14 10:09	0	19999998725	3f
560	-7.13E-12	2013-12-14 10:09	0	19999998850	45
561	-9.25E-12	2013-12-14 10:09	0	19999998425	3c
562	-8.13E-12	2013-12-14 10:09	0	19999998800	15
563	-6.75E-12	2013-12-14 10:09	0	19999998425	3c
564	-5.00E-12	2013-12-14 10:09	0	19999998725	3f
565	-8.13E-12	2013-12-14 10:10	0	19999998525	3d
566	-4.13E-12	2013-12-14 10:10	0	19999998225	3a
567	-1.05E-11	2013-12-14 10:10	0	19999999525	2d
568	-6.13E-12	2013-12-14 10:10	0	19999998625	3e
569	-9.13E-12	2013-12-14 10:10	0	19999998250	4f
570	-9.25E-12	2013-12-14 10:10	0	19999999275	7a
571	-9.00E-12	2013-12-14 10:11	0	19999998700	1a
572	-1.23E-11	2013-12-14 10:11	0	19999999225	2a
573	-8.13E-12	2013-12-14 10:11	0	19999998275	6a
574	-5.88E-12	2013-12-14 10:11	0	19999997450	ffffffb9
575	-1.06E-11	2013-12-14 10:11	0	19999998150	4c
576	-6.75E-12	2013-12-14 10:11	0	19999998400	19
577	-6.25E-12	2013-12-14 10:12	0	19999998500	18
578	-5.75E-12	2013-12-14 10:12	0	19999998375	6b
579	-6.88E-12	2013-12-14 10:12	0	19999998375	6b
580	-9.50E-12	2013-12-14 10:12	0	19999998675	6e
581	-9.00E-12	2013-12-14 10:12	0	19999998700	1a
582	-8.63E-12	2013-12-14 10:12	0	19999999275	7a
583	-7.00E-12	2013-12-14 10:13	0	19999999200	0f
584	-9.13E-12	2013-12-14 10:13	0	19999999000	0d
585	-6.13E-12	2013-12-14 10:13	0	19999999125	29
586	-7.88E-12	2013-12-14 10:13	0	19999998550	48
587	-3.13E-12	2013-12-14 10:13	0	19999998675	6e
588	-8.38E-12	2013-12-14 10:13	0	19999998625	3e
589	-1.30E-11	2013-12-14 10:14	0	19999998375	6b
590	-9.38E-12	2013-12-14 10:14	0	19999999250	5f
591	-9.25E-12	2013-12-14 10:14	0	19999999250	5f
592	-4.50E-12	2013-12-14 10:14	0	19999998575	6d
593	-4.13E-12	2013-12-14 10:14	0	19999998675	6e
594	-5.00E-12	2013-12-14 10:14	0	19999998975	61
595	-2.75E-12	2013-12-14 10:15	0	19999997950	ffffffb4
596	-7.25E-12	2013-12-14 10:15	0	19999997950	ffffffb4
597	4.58E-11	2013-12-14 10:15	0	19999999350	5e
598	-9.00E-12	2013-12-14 10:15	0	19999999125	29
599	-8.38E-12	2013-12-14 10:15	0	19999997775	ffffff9f
600	-8.25E-12	2013-12-14 10:15	0	19999998975	61
601	-1.19E-11	2013-12-14 10:16	0	19999998575	6d
602	-9.38E-12	2013-12-14 10:16	0	19999998800	15
603	-9.13E-12	2013-12-14 10:16	0	19999999100	0c
604	-1.00E-11	2013-12-14 10:16	0	19999998675	6e
605	-8.63E-12	2013-12-14 10:16	0	19999999350	5e
606	-1.43E-11	2013-12-14 10:16	0	19999998825	30
607	-1.05E-11	2013-12-14 10:17	0	19999998975	61
608	-8.63E-12	2013-12-14 10:17	0	19999998450	49
609	-8.13E-12	2013-12-14 10:17	0	19999998625	3e
610	-1.04E-11	2013-12-14 10:17	0	19999998200	1f
611	-1.16E-11	2013-12-14 10:17	0	19999998600	1b
612	-8.88E-12	2013-12-14 10:17	0	19999998525	3d
613	-8.88E-12	2013-12-14 10:18	0	19999998950	44
614	-6.25E-12	2013-12-14 10:18	0	19999998950	44
615	-8.50E-12	2013-12-14 10:18	0	19999998800	15
616	-6.50E-12	2013-12-14 10:18	0	19999998825	30
617	-5.63E-12	2013-12-14 10:18	0	19999998550	48
618	-9.75E-12	2013-12-14 10:18	0	19999998300	1e
619	-7.63E-12	2013-12-14 10:19	0	19999999175	79
620	-1.05E-11	2013-12-14 10:19	0	19999998450	49
621	-6.63E-12	2013-12-14 10:19	0	19999998800	15
622	-8.50E-12	2013-12-14 10:19	0	19999998900	14
623	-7.63E-12	2013-12-14 10:19	0	19999998800	15
624	-8.38E-12	2013-12-14 10:19	0	19999998625	3e
625	-7.00E-12	2013-12-14 10:20	0	19999998675	6e
626	-4.25E-12	2013-12-14 10:20	0	19999998800	15
627	-8.00E-12	2013-12-14 10:20	0	19999999600	0b
628	-6.25E-12	2013-12-14 10:20	0	19999998950	44
629	-3.88E-12	2013-12-14 10:20	0	19999998550	48
630	-1.23E-11	2013-12-14 10:20	0	19999998500	18
631	-6.88E-12	2013-12-14 10:21	0	19999998025	38
632	-1.15E-11	2013-12-14 10:21	0	19999998125	39
633	-1.05E-11	2013-12-14 10:21	0	19999998925	31
634	-1.09E-11	2013-12-14 10:21	0	19999998475	6c
635	-8.88E-12	2013-12-14 10:21	0	19999998450	49
636	-6.38E-12	2013-12-14 10:21	0	19999998450	49
637	-7.63E-12	2013-12-14 10:22	0	19999998850	45
638	-7.88E-12	2013-12-14 10:22	0	19999999575	7d
639	-9.13E-12	2013-12-14 10:22	0	19999999125	29
640	-6.13E-12	2013-12-14 10:22	0	19999998850	45
641	-1.08E-11	2013-12-14 10:22	0	19999997975	ffffff91
642	-8.50E-12	2013-12-14 10:22	0	19999998425	3c
643	-9.50E-12	2013-12-14 10:23	0	19999998325	3b
644	-5.38E-12	2013-12-14 10:23	0	19999999125	29
645	-6.75E-12	2013-12-14 10:23	0	19999998325	3b
646	-6.00E-12	2013-12-14 10:23	0	19999998575	6d
647	-1.00E-11	2013-12-14 10:23	0	19999998425	3c
648	-7.25E-12	2013-12-14 10:23	0	19999998200	1f
649	-5.00E-12	2013-12-14 10:24	0	19999997850	ffffffb5
650	-6.38E-12	2013-12-14 10:24	0	19999999325	2b
651	-7.63E-12	2013-12-14 10:24	0	19999998300	1e
652	-9.00E-12	2013-12-14 10:24	0	19999999150	5c
653	-1.05E-11	2013-12-14 10:24	0	19999998500	18
654	-5.50E-12	2013-12-14 10:24	0	19999998750	4a
655	-7.50E-12	2013-12-14 10:25	0	19999998775	6f
656	-7.38E-12	2013-12-14 10:25	0	19999999300	0e
657	-7.38E-12	2013-12-14 10:25	0	19999999025	28
658	-4.13E-12	2013-12-14 10:25	0	19999998625	3e
659	-7.25E-12	2013-12-14 10:25	0	19999998875	60
660	-1.01E-11	2013-12-14 10:25	0	19999998650	4b
661	-7.88E-12	2013-12-14 10:26	0	19999998775	6f
662	-4.50E-12	2013-12-14 10:26	0	19999997975	ffffff91
663	-5.50E-12	2013-12-14 10:26	0	19999998225	3a
664	-6.38E-12	2013-12-14 10:26	0	19999998800	15
665	-7.00E-12	2013-12-14 10:26	0	19999998625	3e
666	-7.25E-12	2013-12-14 10:26	0	19999999000	0d
667	-8.00E-12	2013-12-14 10:27	0	19999999000	0d
668	-9.88E-12	2013-12-14 10:27	0	19999997675	ffffff9e
669	-8.13E-12	2013-12-14 10:27	0	19999999075	78
670	-4.38E-12	2013-12-14 10:27	0	19999999625	2e
671	-1.19E-11	2013-12-14 10:27	0	19999999075	78
672	-4.25E-12	2013-12-14 10:27	0	19999998575	6d
673	-6.25E-12	2013-12-14 10:28	0	19999998900	14
674	-8.13E-12	2013-12-14 10:28	0	19999997750	ffffffba
675	-7.00E-12	2013-12-14 10:28	0	19999998850	45
676	-5.75E-12	2013-12-14 10:28	0	19999998425	3c
677	-9.50E-12	2013-12-14 10:28	0	19999998500	18
678	-1.14E-11	2013-12-14 10:28	0	19999998625	3e
679	-8.38E-12	2013-12-14 10:29	0	19999998500	18
680	-6.75E-12	2013-12-14 10:29	0	19999998200	1f
681	-6.88E-12	2013-12-14 10:29	0	19999998850	45
682	-6.13E-12	2013-12-14 10:29	0	19999998900	14
683	-7.75E-12	2013-12-14 10:29	0	19999999150	5c
684	-7.25E-12	2013-12-14 10:29	0	19999998800	15
685	-4.00E-12	2013-12-14 10:30	0	19999998800	15
686	-6.63E-12	2013-12-14 10:30	0	19999998225	3a
687	-6.88E-12	2013-12-14 10:30	0	19999998050	4d
688	-6.00E-12	2013-12-14 10:30	0	19999999200	0f
689	-8.13E-12	2013-12-14 10:30	0	19999998925	31
690	-4.75E-12	2013-12-14 10:30	0	19999998925	31
691	-7.13E-12	2013-12-14 10:31	0	19999998625	3e
692	-7.63E-12	2013-12-14 10:31	0	19999998625	3e
693	-6.38E-12	2013-12-14 10:31	0	19999998800	15
694	-5.38E-12	2013-12-14 10:31	0	19999998450	49
695	-5.38E-12	2013-12-14 10:31	0	19999999600	0b
696	-6.75E-12	2013-12-14 10:31	0	19999998575	6d
697	-9.88E-12	2013-12-14 10:32	0	19999998025	38
698	-2.63E-12	2013-12-14 10:32	0	19999998150	4c
699	-7.88E-12	2013-12-14 10:32	0	19999999250	5f
700	-4.13E-12	2013-12-14 10:32	0	19999998750	4a
701	-6.88E-12	2013-12-14 10:32	0	19999998375	6b
702	-4.75E-12	2013-12-14 10:32	0	19999998950	44
703	-8.38E-12	2013-12-14 10:33	0	19999997875	ffffff90
704	-5.88E-12	2013-12-14 10:33	0	19999998475	6c
705	-4.00E-12	2013-12-14 10:33	0	19999999400	9
706	-9.88E-12	2013-12-14 10:33	0	19999999325	2b
707	-5.38E-12	2013-12-14 10:33	0	19999999175	79
708	-5.13E-12	2013-12-14 10:33	0	19999998800	15
709	-6.00E-12	2013-12-14 10:34	0	19999998325	3b
710	-2.75E-12	2013-12-14 10:34	0	19999998950	44
711	-5.75E-12	2013-12-14 10:34	0	19999998875	60
712	-4.88E-12	2013-12-14 10:34	0	19999998975	61
713	-6.63E-12	2013-12-14 10:34	0	19999998650	4b
714	-5.00E-12	2013-12-14 10:34	0	19999998975	61
715	-4.13E-12	2013-12-14 10:35	0	19999998525	3d
716	-5.38E-12	2013-12-14 10:35	0	19999998900	14
717	-4.25E-12	2013-12-14 10:35	0	19999998675	6e
718	-8.13E-12	2013-12-14 10:35	0	19999998975	61
719	-6.25E-12	2013-12-14 10:35	0	19999999325	2b
720	-2.38E-12	2013-12-14 10:35	0	19999999200	0f
721	-4.00E-12	2013-12-14 10:36	0	19999998675	6e
722	-7.63E-12	2013-12-14 10:36	0	19999998050	4d
723	-2.75E-12	2013-12-14 10:36	0	19999998425	3c
724	-8.88E-12	2013-12-14 10:36	0	19999998375	6b
725	-7.50E-13	2013-12-14 10:36	0	19999998650	4b
726	-2.25E-12	2013-12-14 10:36	0	19999998200	1f
727	-7.88E-12	2013-12-14 10:37	0	19999998950	44
728	-5.75E-12	2013-12-14 10:37	0	19999998975	61
729	-2.63E-12	2013-12-14 10:37	0	19999998850	45
730	-1.38E-12	2013-12-14 10:37	0	19999998425	3c
731	-6.88E-12	2013-12-14 10:37	0	19999998575	6d
732	-1.88E-12	2013-12-14 10:37	0	19999999075	78
733	-6.25E-12	2013-12-14 10:38	0	19999998150	4c
734	1.63E-12	2013-12-14 10:38	0	19999997400	ffffffe9
735	-3.50E-12	2013-12-14 10:38	0	19999998000	1d
736	-2.88E-12	2013-12-14 10:38	0	19999999150	5c
737	-1.08E-11	2013-12-14 10:38	0	19999998450	49
738	-3.88E-12	2013-12-14 10:38	0	19999998325	3b
739	-4.38E-12	2013-12-14 10:39	0	19999999325	2b
740	-6.38E-12	2013-12-14 10:39	0	19999999900	4
741	-7.00E-12	2013-12-14 10:39	0	19999998325	3b
742	-2.63E-12	2013-12-14 10:39	0	19999998050	4d
743	-6.25E-13	2013-12-14 10:39	0	19999998825	30
744	-5.00E-12	2013-12-14 10:39	0	19999998625	3e
745	-3.38E-12	2013-12-14 10:40	0	19999998775	6f
746	-5.63E-12	2013-12-14 10:40	0	19999998975	61
747	-6.00E-12	2013-12-14 10:40	0	19999998325	3b
748	-4.75E-12	2013-12-14 10:40	0	19999998375	6b
749	-3.25E-12	2013-12-14 10:40	0	19999998600	1b
750	-8.75E-13	2013-12-14 10:40	0	19999997825	ffffffc0
751	-2.88E-12	2013-12-14 10:41	0	19999999075	78
752	-2.13E-12	2013-12-14 10:41	0	19999998725	3f
753	-7.50E-13	2013-12-14 10:41	0	19999998100	1c
754	-6.50E-12	2013-12-14 10:41	0	19999998300	1e
755	-6.50E-12	2013-12-14 10:41	0	19999998750	4a
756	-5.88E-12	2013-12-14 10:41	0	19999999500	8
757	-5.88E-12	2013-12-14 10:42	0	19999999000	0d
758	-6.88E-12	2013-12-14 10:42	0	19999998675	6e
759	-5.75E-12	2013-12-14 10:42	0	19999999975	71
760	-2.75E-12	2013-12-14 10:42	0	19999998775	6f
761	-5.00E-12	2013-12-14 10:42	0	19999999100	0c
762	-5.88E-12	2013-12-14 10:42	0	19999998625	3e
763	-5.00E-12	2013-12-14 10:43	0	19999999575	7d
764	-3.13E-12	2013-12-14 10:43	0	19999998875	60
765	8.75E-13	2013-12-14 10:43	0	19999998550	48
766	-4.75E-12	2013-12-14 10:43	0	19999998275	6a
767	-5.88E-12	2013-12-14 10:43	0	19999998125	39
768	-1.00E-12	2013-12-14 10:43	0	19999998200	1f
769	-1.38E-12	2013-12-14 10:44	0	19999998875	60
770	-6.13E-12	2013-12-14 10:44	0	19999999100	0c
771	-2.50E-12	2013-12-14 10:44	0	19999998800	15
772	-3.63E-12	2013-12-14 10:44	0	19999998725	3f
773	-2.75E-12	2013-12-14 10:44	0	19999999000	0d
774	-3.75E-13	2013-12-14 10:44	0	19999999550	58
775	-1.38E-12	2013-12-14 10:45	0	19999998225	3a
776	-2.50E-12	2013-12-14 10:45	0	19999998750	4a
777	-1.50E-12	2013-12-14 10:45	0	19999998700	1a
778	-6.25E-13	2013-12-14 10:45	0	19999999075	78
779	-3.13E-12	2013-12-14 10:45	0	19999998700	1a
780	-3.13E-12	2013-12-14 10:45	0	19999999550	58
781	-4.25E-12	2013-12-14 10:46	0	19999998625	3e
782	2.13E-12	2013-12-14 10:46	0	19999999625	2e
783	-3.75E-13	2013-12-14 10:46	0	19999998350	4e
784	3.75E-12	2013-12-14 10:46	0	19999997875	ffffff90
785	-3.00E-12	2013-12-14 10:46	0	19999998500	18
786	-7.25E-12	2013-12-14 10:46	0	19999998600	1b
787	-1.13E-12	2013-12-14 10:47	0	19999999375	7b
788	-4.00E-12	2013-12-14 10:47	0	19999999425	2c
789	2.88E-12	2013-12-14 10:47	0	19999999000	0d
790	-6.25E-13	2013-12-14 10:47	0	19999998925	31
791	-3.13E-12	2013-12-14 10:47	0	19999999325	2b
792	-2.38E-12	2013-12-14 10:47	0	19999998500	18
793	-2.25E-12	2013-12-14 10:48	0	19999998025	38
794	-1.63E-12	2013-12-14 10:48	0	19999998975	61
795	-2.88E-12	2013-12-14 10:48	0	19999999150	5c
796	-2.50E-13	2013-12-14 10:48	0	19999998700	1a
797	-1.75E-12	2013-12-14 10:48	0	19999999200	0f
798	-1.88E-12	2013-12-14 10:48	0	19999998825	30
799	-1.63E-12	2013-12-14 10:49	0	19999999000	0d
800	-4.63E-12	2013-12-14 10:49	0	19999998475	6c
801	-1.30E-11	2013-12-14 10:49	0	19999999525	2d
802	3.88E-12	2013-12-14 10:49	0	19999999150	5c
803	-2.38E-12	2013-12-14 10:49	0	19999997600	ffffffeb
804	7.50E-13	2013-12-14 10:49	0	19999998925	31
805	-2.75E-12	2013-12-14 10:50	0	19999999500	8
806	6.25E-13	2013-12-14 10:50	0	19999998750	4a
807	-4.75E-12	2013-12-14 10:50	0	19999998525	3d
808	-2.50E-12	2013-12-14 10:50	0	19999998700	1a
809	-1.50E-12	2013-12-14 10:50	0	19999999800	5
810	4.00E-12	2013-12-14 10:50	0	19999998750	4a
811	-1.88E-12	2013-12-14 10:51	0	19999999075	78
812	-1.25E-12	2013-12-14 10:51	0	19999999325	2b
813	-3.38E-12	2013-12-14 10:51	0	19999999825	20
814	-3.75E-12	2013-12-14 10:51	0	19999999500	8
815	-8.75E-13	2013-12-14 10:51	0	19999998900	14
816	-5.00E-13	2013-12-14 10:51	0	19999999025	28
817	2.00E-12	2013-12-14 10:52	0	19999999350	5e
818	-3.75E-12	2013-12-14 10:52	0	19999999825	20
819	-7.50E-13	2013-12-14 10:52	0	19999999175	79
820	-5.00E-12	2013-12-14 10:52	0	19999999150	5c
821	-6.88E-12	2013-12-14 10:52	0	19999998000	1d
822	-7.00E-12	2013-12-14 10:52	0	19999999125	29
823	1.25E-13	2013-12-14 10:53	0	19999999300	0e
824	-3.63E-12	2013-12-14 10:53	0	19999998875	60
825	-2.00E-12	2013-12-14 10:53	0	19999998800	15
826	5.00E-13	2013-12-14 10:53	0	19999998875	60
827	-8.75E-13	2013-12-14 10:53	0	19999998325	3b
828	3.63E-12	2013-12-14 10:53	0	19999999550	58
829	-1.75E-12	2013-12-14 10:54	0	19999998225	3a
830	-1.00E-12	2013-12-14 10:54	0	19999999275	7a
831	-2.50E-12	2013-12-14 10:54	0	19999998775	6f
832	-1.88E-12	2013-12-14 10:54	0	19999999250	5f
833	5.00E-13	2013-12-14 10:54	0	19999999775	7f
834	8.75E-13	2013-12-14 10:54	0	19999999025	28
835	-8.75E-13	2013-12-14 10:55	0	19999998775	6f
836	-3.75E-13	2013-12-14 10:55	0	19999999500	8
837	-1.63E-12	2013-12-14 10:55	0	19999999275	7a
838	-3.13E-12	2013-12-14 10:55	0	19999999350	5e
839	8.75E-13	2013-12-14 10:55	0	19999999450	59
840	2.63E-12	2013-12-14 10:55	0	19999998625	3e
841	-8.75E-13	2013-12-14 10:56	0	19999999100	0c
842	2.25E-12	2013-12-14 10:56	0	19999998575	6d
843	-4.00E-12	2013-12-14 10:56	0	19999999000	0d
844	-1.88E-12	2013-12-14 10:56	0	19999999450	59
845	-2.38E-12	2013-12-14 10:56	0	19999998775	6f
846	-3.75E-12	2013-12-14 10:56	0	19999998800	15
847	-2.88E-12	2013-12-14 10:57	0	19999999075	78
848	-3.25E-12	2013-12-14 10:57	0	19999999525	2d
849	-3.00E-12	2013-12-14 10:57	0	19999999700	0a
850	-1.63E-12	2013-12-14 10:57	0	19999999325	2b
851	-2.38E-12	2013-12-14 10:57	0	19999998800	15
852	-1.25E-12	2013-12-14 10:57	0	19999998600	1b
853	-2.75E-12	2013-12-14 10:58	0	19999999400	9
854	2.50E-13	2013-12-14 10:58	0	19999999350	5e
855	-8.75E-13	2013-12-14 10:58	0	19999998725	3f
856	-4.50E-12	2013-12-14 10:58	0	19999999600	0b
857	-3.13E-12	2013-12-14 10:58	0	19999999800	5
858	-5.63E-12	2013-12-14 10:58	0	19999997775	ffffff9f
859	-3.75E-13	2013-12-14 10:59	0	19999999500	8
860	-7.50E-13	2013-12-14 10:59	0	19999998675	6e
861	2.50E-12	2013-12-14 10:59	0	19999998450	49
862	-4.25E-12	2013-12-14 10:59	0	19999999400	9
863	-6.25E-13	2013-12-14 10:59	0	19999999550	58
864	1.88E-12	2013-12-14 10:59	0	19999998775	6f
865	-2.38E-12	2013-12-14 11:00	0	19999998925	31
866	-4.75E-12	2013-12-14 11:00	0	19999999150	5c
867	-3.75E-13	2013-12-14 11:00	0	19999999000	0d
868	-2.75E-12	2013-12-14 11:00	0	19999999825	20
869	-4.38E-12	2013-12-14 11:00	0	19999999950	54
870	-1.63E-12	2013-12-14 11:00	0	19999999325	2b
871	-6.63E-12	2013-12-14 11:01	0	19999999400	9
872	2.50E-13	2013-12-14 11:01	0	19999999225	2a
873	-1.25E-13	2013-12-14 11:01	0	19999998750	4a
874	-8.75E-13	2013-12-14 11:01	0	19999999375	7b
875	-4.63E-12	2013-12-14 11:01	0	19999999450	59
876	-1.88E-12	2013-12-14 11:01	0	19999998825	30
877	5.00E-14	2013-12-14 11:02	0	19999999800	5
878	1.13E-12	2013-12-14 11:02	0	19999999450	59
879	-2.38E-12	2013-12-14 11:02	0	20000000225	20
880	5.00E-13	2013-12-14 11:02	0	19999998775	6f
881	-5.00E-13	2013-12-14 11:02	0	19999999475	7c
882	1.38E-12	2013-12-14 11:02	0	19999999125	29
883	2.13E-12	2013-12-14 11:03	0	19999999150	5c
884	-3.38E-12	2013-12-14 11:03	0	19999999250	5f
885	-1.63E-12	2013-12-14 11:03	0	19999999325	2b
886	3.88E-12	2013-12-14 11:03	0	19999998550	48
887	-1.63E-12	2013-12-14 11:03	0	19999999225	2a
888	1.13E-12	2013-12-14 11:03	0	19999998525	3d
889	-2.50E-13	2013-12-14 11:04	0	19999998350	4e
890	-1.13E-12	2013-12-14 11:04	0	19999999550	58
891	-5.38E-12	2013-12-14 11:04	0	19999998850	45
892	-6.25E-13	2013-12-14 11:04	0	19999999175	79
893	-1.75E-12	2013-12-14 11:04	0	19999999625	2e
894	-5.00E-13	2013-12-14 11:04	0	19999999975	71
895	-2.13E-12	2013-12-14 11:05	0	19999998375	6b
896	5.00E-13	2013-12-14 11:05	0	19999999000	0d
897	3.00E-12	2013-12-14 11:05	0	19999999450	59
898	2.25E-12	2013-12-14 11:05	0	19999998500	18
899	-2.50E-13	2013-12-14 11:05	0	19999998925	31
900	-2.13E-12	2013-12-14 11:05	0	19999998475	6c
901	-3.75E-12	2013-12-14 11:06	0	19999999150	5c
902	-1.38E-12	2013-12-14 11:06	0	19999999100	0c
903	-3.50E-12	2013-12-14 11:06	0	19999999200	0f
904	-1.25E-13	2013-12-14 11:06	0	19999999150	5c
905	5.00E-13	2013-12-14 11:06	0	19999999625	2e
906	-6.13E-12	2013-12-14 11:06	0	19999998950	44
907	1.25E-13	2013-12-14 11:07	0	19999999575	7d
908	-1.63E-12	2013-12-14 11:07	0	19999999275	7a
909	-1.13E-12	2013-12-14 11:07	0	19999998500	18
910	-5.00E-13	2013-12-14 11:07	0	19999999775	7f
911	-1.13E-12	2013-12-14 11:07	0	19999999800	5
912	-6.25E-13	2013-12-14 11:07	0	19999998450	49
913	1.38E-12	2013-12-14 11:08	0	19999998950	44
914	-1.25E-13	2013-12-14 11:08	0	19999999575	7d
915	3.63E-12	2013-12-14 11:08	0	19999999500	8
916	-1.25E-13	2013-12-14 11:08	0	19999998850	45
917	-3.63E-12	2013-12-14 11:08	0	19999999125	29
918	3.38E-12	2013-12-14 11:08	0	19999998825	30
