序号	频率准确度	测试时间			
6851	-5.75E-12	2013-12-15 3:42	0	20000001150	46
6852	-4.13E-12	2013-12-15 3:42	0	20000000825	2a
6853	-6.25E-12	2013-12-15 3:42	0	20000001250	45
6854	-6.13E-12	2013-12-15 3:43	0	20000001225	30
6855	-3.75E-12	2013-12-15 3:43	0	20000000750	50
6856	-1.50E-12	2013-12-15 3:43	0	20000000300	4
6857	-6.00E-12	2013-12-15 3:43	0	20000001200	15
6858	-5.38E-12	2013-12-15 3:43	0	20000001075	62
6859	-7.88E-12	2013-12-15 3:43	0	20000001575	67
6860	-1.25E-12	2013-12-15 3:44	0	20000000250	55
6861	-3.50E-12	2013-12-15 3:44	0	20000000700	0
6862	-7.63E-12	2013-12-15 3:44	0	20000001525	37
6863	-5.88E-12	2013-12-15 3:44	0	20000001175	63
6864	-7.88E-12	2013-12-15 3:44	0	20000001575	67
6865	-3.75E-12	2013-12-15 3:44	0	20000000750	50
6866	-2.88E-12	2013-12-15 3:45	0	20000000575	77
6867	-3.38E-12	2013-12-15 3:45	0	20000000675	74
6868	-5.00E-12	2013-12-15 3:45	0	20000001000	17
6869	-3.38E-12	2013-12-15 3:45	0	20000000675	74
6870	-4.00E-12	2013-12-15 3:45	0	20000000800	0f
6871	-2.50E-12	2013-12-15 3:45	0	20000000500	2
6872	-4.88E-12	2013-12-15 3:46	0	20000000975	7b
6873	-8.38E-12	2013-12-15 3:46	0	20000001675	64
6874	-6.63E-12	2013-12-15 3:46	0	20000001325	31
6875	-4.13E-12	2013-12-15 3:46	0	20000000825	2a
6876	-4.50E-12	2013-12-15 3:46	0	20000000900	0e
6877	-5.50E-12	2013-12-15 3:46	0	20000001100	16
6878	-4.50E-12	2013-12-15 3:47	0	20000000900	0e
6879	-5.00E-12	2013-12-15 3:47	0	20000001000	17
6880	-3.38E-12	2013-12-15 3:47	0	20000000675	74
6881	1.00E-12	2013-12-15 3:47	0	19999999800	5
6882	-7.38E-12	2013-12-15 3:47	0	20000001475	66
6883	5.00E-13	2013-12-15 3:47	0	19999999900	4
6884	-2.50E-13	2013-12-15 3:48	0	20000000050	57
6885	-3.13E-12	2013-12-15 3:48	0	20000000625	24
6886	-5.00E-12	2013-12-15 3:48	0	20000001000	17
6887	-4.75E-12	2013-12-15 3:48	0	20000000950	5e
6888	-8.25E-12	2013-12-15 3:48	0	20000001650	41
6889	-6.00E-12	2013-12-15 3:48	0	20000001200	15
6890	-5.38E-12	2013-12-15 3:49	0	20000001075	62
6891	-2.88E-12	2013-12-15 3:49	0	20000000575	77
6892	-2.00E-12	2013-12-15 3:49	0	20000000400	3
6893	-2.75E-12	2013-12-15 3:49	0	20000000550	52
6894	-4.75E-12	2013-12-15 3:49	0	20000000950	5e
6895	-6.63E-12	2013-12-15 3:49	0	20000001325	31
6896	-6.50E-12	2013-12-15 3:50	0	20000001300	14
6897	-4.88E-12	2013-12-15 3:50	0	20000000975	7b
6898	-3.88E-12	2013-12-15 3:50	0	20000000775	75
6899	-3.88E-12	2013-12-15 3:50	0	20000000775	75
6900	-1.38E-12	2013-12-15 3:50	0	20000000275	70
6901	-2.13E-12	2013-12-15 3:50	0	20000000425	26
6902	-2.50E-12	2013-12-15 3:51	0	20000000500	2
6903	-5.75E-12	2013-12-15 3:51	0	20000001150	46
6904	-3.00E-12	2013-12-15 3:51	0	20000000600	1
6905	-5.75E-12	2013-12-15 3:51	0	20000001150	46
6906	-4.25E-12	2013-12-15 3:51	0	20000000850	5f
6907	-5.75E-12	2013-12-15 3:51	0	20000001150	46
6908	-2.63E-12	2013-12-15 3:52	0	20000000525	27
6909	-7.88E-12	2013-12-15 3:52	0	20000001575	67
6910	-4.13E-12	2013-12-15 3:52	0	20000000825	2a
6911	-3.88E-12	2013-12-15 3:52	0	20000000775	75
6912	-5.63E-12	2013-12-15 3:52	0	20000001125	33
6913	-2.25E-12	2013-12-15 3:52	0	20000000450	53
6914	-2.25E-12	2013-12-15 3:53	0	20000000450	53
6915	-3.50E-12	2013-12-15 3:53	0	20000000700	0
6916	-4.50E-12	2013-12-15 3:53	0	20000000900	0e
6917	-2.00E-12	2013-12-15 3:53	0	20000000400	3
6918	-3.38E-12	2013-12-15 3:53	0	20000000675	74
6919	-2.00E-12	2013-12-15 3:53	0	20000000400	3
6920	-5.25E-12	2013-12-15 3:54	0	20000001050	47
6921	-7.00E-12	2013-12-15 3:54	0	20000001400	13
6922	-4.88E-12	2013-12-15 3:54	0	20000000975	7b
6923	-3.75E-12	2013-12-15 3:54	0	20000000750	50
6924	-4.88E-12	2013-12-15 3:54	0	20000000975	7b
6925	-4.38E-12	2013-12-15 3:54	0	20000000875	7a
6926	-1.75E-12	2013-12-15 3:55	0	20000000350	54
6927	-5.63E-12	2013-12-15 3:55	0	20000001125	33
6928	-6.63E-12	2013-12-15 3:55	0	20000001325	31
6929	-2.75E-12	2013-12-15 3:55	0	20000000550	52
6930	-7.00E-12	2013-12-15 3:55	0	20000001400	13
6931	-4.75E-12	2013-12-15 3:55	0	20000000950	5e
6932	-2.00E-12	2013-12-15 3:56	0	20000000400	3
6933	-2.75E-12	2013-12-15 3:56	0	20000000550	52
6934	-4.00E-12	2013-12-15 3:56	0	20000000800	0f
6935	-5.25E-12	2013-12-15 3:56	0	20000001050	47
6936	-7.50E-13	2013-12-15 3:56	0	20000000150	56
6937	-7.38E-12	2013-12-15 3:56	0	20000001475	66
6938	-2.50E-12	2013-12-15 3:57	0	20000000500	2
6939	-2.00E-12	2013-12-15 3:57	0	20000000400	3
6940	-2.75E-12	2013-12-15 3:57	0	20000000550	52
6941	-4.13E-12	2013-12-15 3:57	0	20000000825	2a
6942	-1.63E-12	2013-12-15 3:57	0	20000000325	21
6943	-8.00E-12	2013-12-15 3:57	0	20000001600	11
6944	-4.25E-12	2013-12-15 3:58	0	20000000850	5f
6945	-5.13E-12	2013-12-15 3:58	0	20000001025	32
6946	-8.75E-13	2013-12-15 3:58	0	20000000175	73
6947	-4.13E-12	2013-12-15 3:58	0	20000000825	2a
6948	-3.38E-12	2013-12-15 3:58	0	20000000675	74
6949	-3.75E-12	2013-12-15 3:58	0	20000000750	50
6950	-4.75E-12	2013-12-15 3:59	0	20000000950	5e
6951	-4.50E-12	2013-12-15 3:59	0	20000000900	0e
6952	-6.50E-12	2013-12-15 3:59	0	20000001300	14
6953	-3.75E-12	2013-12-15 3:59	0	20000000750	50
6954	-6.63E-12	2013-12-15 3:59	0	20000001325	31
6955	-4.25E-12	2013-12-15 3:59	0	20000000850	5f
6956	-5.25E-12	2013-12-15 4:00	0	20000001050	47
6957	-1.25E-12	2013-12-15 4:00	0	20000000250	55
6958	-5.25E-12	2013-12-15 4:00	0	20000001050	47
6959	-3.63E-12	2013-12-15 4:00	0	20000000725	25
6960	-7.13E-12	2013-12-15 4:00	0	20000001425	36
6961	-6.13E-12	2013-12-15 4:00	0	20000001225	30
6962	-3.13E-12	2013-12-15 4:01	0	20000000625	24
6963	-4.25E-12	2013-12-15 4:01	0	20000000850	5f
6964	-5.13E-12	2013-12-15 4:01	0	20000001025	32
6965	-6.00E-12	2013-12-15 4:01	0	20000001200	15
6966	-8.25E-12	2013-12-15 4:01	0	20000001650	41
6967	-5.13E-12	2013-12-15 4:01	0	20000001025	32
6968	-6.75E-12	2013-12-15 4:02	0	20000001350	44
6969	-6.13E-12	2013-12-15 4:02	0	20000001225	30
6970	-6.63E-12	2013-12-15 4:02	0	20000001325	31
6971	-5.25E-12	2013-12-15 4:02	0	20000001050	47
6972	-4.25E-12	2013-12-15 4:02	0	20000000850	5f
6973	-5.63E-12	2013-12-15 4:02	0	20000001125	33
6974	-3.00E-12	2013-12-15 4:03	0	20000000600	1
6975	-4.38E-12	2013-12-15 4:03	0	20000000875	7a
6976	-4.00E-12	2013-12-15 4:03	0	20000000800	0f
6977	-4.13E-12	2013-12-15 4:03	0	20000000825	2a
6978	-2.63E-12	2013-12-15 4:03	0	20000000525	27
6979	-2.50E-12	2013-12-15 4:03	0	20000000500	2
6980	-6.75E-12	2013-12-15 4:04	0	20000001350	44
6981	-1.88E-12	2013-12-15 4:04	0	20000000375	71
6982	-3.25E-12	2013-12-15 4:04	0	20000000650	51
6983	-4.25E-12	2013-12-15 4:04	0	20000000850	5f
6984	-4.50E-12	2013-12-15 4:04	0	20000000900	0e
6985	-6.63E-12	2013-12-15 4:04	0	20000001325	31
6986	-5.50E-12	2013-12-15 4:05	0	20000001100	16
6987	-8.00E-12	2013-12-15 4:05	0	20000001600	11
6988	-6.50E-12	2013-12-15 4:05	0	20000001300	14
6989	-4.13E-12	2013-12-15 4:05	0	20000000825	2a
6990	-4.38E-12	2013-12-15 4:05	0	20000000875	7a
6991	-4.13E-12	2013-12-15 4:05	0	20000000825	2a
6992	-3.50E-12	2013-12-15 4:06	0	20000000700	0
6993	-4.25E-12	2013-12-15 4:06	0	20000000850	5f
6994	-6.75E-12	2013-12-15 4:06	0	20000001350	44
6995	-4.75E-12	2013-12-15 4:06	0	20000000950	5e
6996	-3.50E-12	2013-12-15 4:06	0	20000000700	0
6997	-5.75E-12	2013-12-15 4:06	0	20000001150	46
6998	-6.88E-12	2013-12-15 4:07	0	20000001375	61
6999	-4.38E-12	2013-12-15 4:07	0	20000000875	7a
7000	-7.38E-12	2013-12-15 4:07	0	20000001475	66
7001	-2.50E-12	2013-12-15 4:07	0	20000000500	2
7002	-7.13E-12	2013-12-15 4:07	0	20000001425	36
7003	-2.13E-12	2013-12-15 4:07	0	20000000425	26
7004	-1.38E-12	2013-12-15 4:08	0	20000000275	70
7005	-3.00E-12	2013-12-15 4:08	0	20000000600	1
7006	-5.38E-12	2013-12-15 4:08	0	20000001075	62
7007	-3.25E-12	2013-12-15 4:08	0	20000000650	51
7008	-5.88E-12	2013-12-15 4:08	0	20000001175	63
7009	-5.63E-12	2013-12-15 4:08	0	20000001125	33
7010	-4.63E-12	2013-12-15 4:09	0	20000000925	2b
7011	-4.50E-12	2013-12-15 4:09	0	20000000900	0e
7012	-5.88E-12	2013-12-15 4:09	0	20000001175	63
7013	-6.38E-12	2013-12-15 4:09	0	20000001875	6a
7014	-8.01E-12	2013-12-15 4:09	0	20000002025	2
7015	-6.38E-12	2013-12-15 4:09	0	20000001275	60
7016	-1.75E-12	2013-12-15 4:10	0	20000000350	54
7017	-5.13E-12	2013-12-15 4:10	0	20000001025	32
7018	-4.75E-12	2013-12-15 4:10	0	20000000950	5e
7019	-7.50E-12	2013-12-15 4:10	0	20000001500	12
7020	-7.25E-12	2013-12-15 4:10	0	20000001450	43
7021	-2.50E-12	2013-12-15 4:11	0	20000000500	2
7022	-1.63E-12	2013-12-15 4:11	0	20000000325	21
7023	-5.38E-12	2013-12-15 4:11	0	20000001075	62
7024	-5.00E-13	2013-12-15 4:11	0	20000000100	6
7025	-4.13E-12	2013-12-15 4:11	0	20000000825	2a
7026	-5.50E-12	2013-12-15 4:11	0	20000001100	16
7027	-4.38E-12	2013-12-15 4:12	0	20000000875	7a
7028	-2.38E-12	2013-12-15 4:12	0	20000000475	76
7029	-6.75E-12	2013-12-15 4:12	0	20000001350	44
7030	-5.00E-12	2013-12-15 4:12	0	20000001000	17
7031	-5.00E-12	2013-12-15 4:12	0	20000001000	17
7032	-6.63E-12	2013-12-15 4:12	0	20000001325	31
7033	-2.63E-12	2013-12-15 4:13	0	20000000525	27
7034	-3.13E-12	2013-12-15 4:13	0	20000000625	24
7035	-5.75E-12	2013-12-15 4:13	0	20000001150	46
7036	-5.75E-12	2013-12-15 4:13	0	20000001150	46
7037	-2.50E-12	2013-12-15 4:13	0	20000000500	2
7038	-2.63E-12	2013-12-15 4:13	0	20000000525	27
7039	-2.38E-12	2013-12-15 4:14	0	20000000475	76
7040	-5.00E-13	2013-12-15 4:14	0	20000000100	6
7041	6.25E-13	2013-12-15 4:14	0	19999999875	70
7042	-1.38E-12	2013-12-15 4:14	0	20000000275	70
7043	-5.38E-12	2013-12-15 4:14	0	20000001075	62
7044	-4.25E-12	2013-12-15 4:14	0	20000000850	5f
7045	-5.00E-12	2013-12-15 4:15	0	20000001000	17
7046	-6.00E-12	2013-12-15 4:15	0	20000001200	15
7047	-4.13E-12	2013-12-15 4:15	0	20000000825	2a
7048	-3.25E-12	2013-12-15 4:15	0	20000000650	51
7049	-2.00E-12	2013-12-15 4:15	0	20000000400	3
7050	-7.00E-12	2013-12-15 4:15	0	20000001400	13
7051	-6.25E-12	2013-12-15 4:16	0	20000001250	45
7052	-5.75E-12	2013-12-15 4:16	0	20000001150	46
7053	-4.25E-12	2013-12-15 4:16	0	20000000850	5f
7054	-7.13E-12	2013-12-15 4:16	0	20000001425	36
7055	-3.75E-12	2013-12-15 4:16	0	20000000750	50
7056	-2.00E-12	2013-12-15 4:16	0	20000000400	3
7057	-3.25E-12	2013-12-15 4:17	0	20000000650	51
7058	-4.88E-12	2013-12-15 4:17	0	20000000975	7b
7059	-5.88E-12	2013-12-15 4:17	0	20000001175	63
7060	-5.88E-12	2013-12-15 4:17	0	20000001175	63
7061	-7.63E-12	2013-12-15 4:17	0	20000001525	37
7062	-4.13E-12	2013-12-15 4:17	0	20000000825	2a
7063	-5.00E-12	2013-12-15 4:18	0	20000001000	17
7064	-2.63E-12	2013-12-15 4:18	0	20000000525	27
7065	-7.38E-12	2013-12-15 4:18	0	20000001475	66
7066	-3.63E-12	2013-12-15 4:18	0	20000000725	25
7067	-1.75E-12	2013-12-15 4:18	0	20000000350	54
7068	-7.88E-12	2013-12-15 4:18	0	20000001575	67
7069	-2.38E-12	2013-12-15 4:19	0	20000000475	76
7070	-2.38E-12	2013-12-15 4:19	0	20000000475	76
7071	-1.25E-13	2013-12-15 4:19	0	20000000025	22
7072	-3.50E-12	2013-12-15 4:19	0	20000000700	0
7073	-4.25E-12	2013-12-15 4:19	0	20000000850	5f
7074	-6.63E-12	2013-12-15 4:19	0	20000001325	31
7075	-1.50E-12	2013-12-15 4:20	0	20000000300	4
7076	-6.75E-12	2013-12-15 4:20	0	20000001350	44
7077	-6.50E-12	2013-12-15 4:20	0	20000001300	14
7078	-2.25E-12	2013-12-15 4:20	0	20000000450	53
7079	-8.00E-12	2013-12-15 4:20	0	20000001600	11
7080	-4.25E-12	2013-12-15 4:20	0	20000000850	5f
7081	-6.00E-12	2013-12-15 4:21	0	20000001200	15
7082	-6.13E-12	2013-12-15 4:21	0	20000001225	30
7083	-7.75E-12	2013-12-15 4:21	0	20000001550	42
7084	-2.50E-12	2013-12-15 4:21	0	20000000500	2
7085	-3.75E-12	2013-12-15 4:21	0	20000000750	50
7086	-3.13E-12	2013-12-15 4:21	0	20000000625	24
7087	-3.25E-12	2013-12-15 4:22	0	20000000650	51
7088	-2.25E-12	2013-12-15 4:22	0	20000000450	53
7089	-3.75E-13	2013-12-15 4:22	0	20000000075	72
7090	-5.00E-13	2013-12-15 4:22	0	20000000100	6
7091	-6.13E-12	2013-12-15 4:22	0	20000001225	30
7092	-5.00E-12	2013-12-15 4:22	0	20000001000	17
7093	-7.13E-12	2013-12-15 4:23	0	20000001425	36
7094	-7.25E-12	2013-12-15 4:23	0	20000001450	43
7095	-2.88E-12	2013-12-15 4:23	0	20000000575	77
7096	-3.38E-12	2013-12-15 4:23	0	20000000675	74
7097	-6.75E-12	2013-12-15 4:23	0	20000001350	44
7098	-4.38E-12	2013-12-15 4:23	0	20000000875	7a
7099	-5.50E-12	2013-12-15 4:24	0	20000001100	16
7100	-5.38E-12	2013-12-15 4:24	0	20000001075	62
7101	-1.88E-12	2013-12-15 4:24	0	20000000375	71
7102	-6.63E-12	2013-12-15 4:24	0	20000001325	31
7103	-6.00E-12	2013-12-15 4:24	0	20000001200	15
7104	-6.00E-12	2013-12-15 4:24	0	20000001200	15
7105	-7.75E-12	2013-12-15 4:25	0	20000001550	42
7106	-6.38E-12	2013-12-15 4:25	0	20000001275	60
7107	-2.38E-12	2013-12-15 4:25	0	20000000475	76
7108	-4.13E-12	2013-12-15 4:25	0	20000000825	2a
7109	-7.75E-12	2013-12-15 4:25	0	20000001550	42
7110	-6.00E-12	2013-12-15 4:25	0	20000001200	15
7111	-4.88E-12	2013-12-15 4:26	0	20000000975	7b
7112	-1.13E-12	2013-12-15 4:26	0	20000000225	20
7113	-3.88E-12	2013-12-15 4:26	0	20000000775	75
7114	-4.50E-12	2013-12-15 4:26	0	20000000900	0e
7115	-2.50E-12	2013-12-15 4:26	0	20000000500	2
7116	-8.88E-12	2013-12-15 4:26	0	20000001775	65
7117	-4.88E-12	2013-12-15 4:27	0	20000000975	7b
7118	-2.13E-12	2013-12-15 4:27	0	20000000425	26
7119	-2.50E-12	2013-12-15 4:27	0	20000000500	2
7120	-3.50E-12	2013-12-15 4:27	0	20000000700	0
7121	-2.13E-12	2013-12-15 4:27	0	20000000425	26
7122	-5.63E-12	2013-12-15 4:27	0	20000001125	33
7123	-2.63E-12	2013-12-15 4:28	0	20000000525	27
7124	-2.63E-12	2013-12-15 4:28	0	20000000525	27
7125	-4.13E-12	2013-12-15 4:28	0	20000000825	2a
7126	-5.63E-12	2013-12-15 4:28	0	20000001125	33
7127	-5.75E-12	2013-12-15 4:28	0	20000001150	46
7128	-2.38E-12	2013-12-15 4:28	0	20000000475	76
7129	-6.75E-12	2013-12-15 4:29	0	20000001350	44
7130	-1.13E-12	2013-12-15 4:29	0	20000000225	20
7131	-3.50E-12	2013-12-15 4:29	0	20000000700	0
7132	-7.50E-13	2013-12-15 4:29	0	20000000150	56
7133	-1.13E-12	2013-12-15 4:29	0	20000000225	20
7134	-8.38E-12	2013-12-15 4:29	0	20000001675	64
7135	-2.88E-12	2013-12-15 4:30	0	20000000575	77
7136	-1.38E-12	2013-12-15 4:30	0	20000000275	70
7137	-8.75E-13	2013-12-15 4:30	0	20000000175	73
7138	-5.13E-12	2013-12-15 4:30	0	20000001025	32
7139	-6.38E-12	2013-12-15 4:30	0	20000001275	60
7140	-5.00E-12	2013-12-15 4:30	0	20000001000	17
7141	-3.38E-12	2013-12-15 4:31	0	20000000675	74
7142	-3.00E-12	2013-12-15 4:31	0	20000000600	1
7143	-7.00E-12	2013-12-15 4:31	0	20000001400	13
7144	-8.75E-12	2013-12-15 4:31	0	20000001750	40
7145	-5.00E-13	2013-12-15 4:31	0	20000000100	6
7146	-5.63E-12	2013-12-15 4:31	0	20000001125	33
7147	-1.88E-12	2013-12-15 4:32	0	20000000375	71
7148	-4.88E-12	2013-12-15 4:32	0	20000000975	7b
7149	-3.75E-12	2013-12-15 4:32	0	20000000750	50
7150	-8.13E-12	2013-12-15 4:32	0	20000001625	34
7151	-7.38E-12	2013-12-15 4:32	0	20000001475	66
7152	-3.88E-12	2013-12-15 4:32	0	20000000775	75
7153	-5.13E-12	2013-12-15 4:33	0	20000001025	32
7154	-7.50E-12	2013-12-15 4:33	0	20000001500	12
7155	-3.25E-12	2013-12-15 4:33	0	20000000650	51
7156	-5.63E-12	2013-12-15 4:33	0	20000001125	33
7157	-3.50E-12	2013-12-15 4:33	0	20000000700	0
7158	-5.00E-12	2013-12-15 4:33	0	20000001000	17
7159	-4.88E-12	2013-12-15 4:34	0	20000000975	7b
7160	-6.00E-12	2013-12-15 4:34	0	20000001200	15
7161	-1.13E-12	2013-12-15 4:34	0	20000000225	20
7162	1.63E-12	2013-12-15 4:34	0	19999996750	ffffffaa
7163	-7.88E-12	2013-12-15 4:34	0	20000001575	67
7164	-8.25E-12	2013-12-15 4:34	0	20000001650	41
7165	3.50E-12	2013-12-15 4:35	0	19999999300	0e
7166	-2.93E-12	2013-12-15 4:35	0	20000005850	0f
7167	-1.00E-12	2013-12-15 4:35	0	20000000200	5
7168	-5.25E-12	2013-12-15 4:35	0	20000001050	47
7169	-3.75E-12	2013-12-15 4:35	0	20000000750	50
7170	-6.88E-12	2013-12-15 4:35	0	20000001375	61
7171	-2.38E-12	2013-12-15 4:36	0	20000000475	76
7172	-1.00E-12	2013-12-15 4:36	0	20000000200	5
7173	-6.50E-12	2013-12-15 4:36	0	20000001300	14
7174	-2.00E-12	2013-12-15 4:36	0	20000000400	3
7175	-5.38E-12	2013-12-15 4:36	0	20000001075	62
7176	-7.00E-12	2013-12-15 4:36	0	20000001400	13
7177	-3.75E-12	2013-12-15 4:37	0	20000000750	50
7178	-6.38E-12	2013-12-15 4:37	0	20000001275	60
7179	-4.75E-12	2013-12-15 4:37	0	20000000950	5e
7180	-5.88E-12	2013-12-15 4:37	0	20000001175	63
7181	-4.00E-12	2013-12-15 4:37	0	20000000800	0f
7182	-7.00E-12	2013-12-15 4:37	0	20000001400	13
7183	-3.25E-12	2013-12-15 4:38	0	20000000650	51
7184	-5.88E-12	2013-12-15 4:38	0	20000001175	63
7185	-4.88E-12	2013-12-15 4:38	0	20000000975	7b
7186	-2.50E-13	2013-12-15 4:38	0	20000000050	57
7187	-3.13E-12	2013-12-15 4:38	0	20000000625	24
7188	-1.25E-13	2013-12-15 4:38	0	20000000025	22
7189	-6.25E-12	2013-12-15 4:39	0	20000001250	45
7190	-9.25E-12	2013-12-15 4:39	0	20000001850	4f
7191	-2.88E-12	2013-12-15 4:39	0	20000000575	77
7192	-2.00E-12	2013-12-15 4:39	0	20000000400	3
7193	-6.75E-12	2013-12-15 4:39	0	20000001350	44
7194	-2.88E-12	2013-12-15 4:39	0	20000000575	77
7195	-6.75E-12	2013-12-15 4:40	0	20000001350	44
7196	-3.88E-12	2013-12-15 4:40	0	20000000775	75
7197	-4.25E-12	2013-12-15 4:40	0	20000000850	5f
7198	-6.25E-12	2013-12-15 4:40	0	20000001250	45
7199	-4.75E-12	2013-12-15 4:40	0	20000000950	5e
7200	-2.63E-12	2013-12-15 4:40	0	20000000525	27
7201	-4.38E-12	2013-12-15 4:41	0	20000000875	7a
7202	-4.88E-12	2013-12-15 4:41	0	20000000975	7b
7203	-6.00E-12	2013-12-15 4:41	0	20000001200	15
7204	-4.63E-12	2013-12-15 4:41	0	20000000925	2b
7205	-4.25E-12	2013-12-15 4:41	0	20000000850	5f
7206	-8.00E-12	2013-12-15 4:41	0	20000001600	11
7207	-4.63E-12	2013-12-15 4:42	0	20000000925	2b
7208	-6.13E-12	2013-12-15 4:42	0	20000001225	30
7209	-5.00E-12	2013-12-15 4:42	0	20000001000	17
7210	-3.25E-12	2013-12-15 4:42	0	20000000650	51
7211	-6.63E-12	2013-12-15 4:42	0	20000001325	31
7212	-5.88E-12	2013-12-15 4:42	0	20000001175	63
7213	-5.63E-12	2013-12-15 4:43	0	20000001125	33
7214	-6.25E-13	2013-12-15 4:43	0	20000000125	23
7215	-2.38E-12	2013-12-15 4:43	0	20000000475	76
7216	-4.88E-12	2013-12-15 4:43	0	20000000975	7b
7217	-9.00E-12	2013-12-15 4:43	0	20000001800	1f
7218	-5.63E-12	2013-12-15 4:43	0	20000001125	33
7219	-7.50E-12	2013-12-15 4:44	0	20000001500	12
7220	-1.38E-12	2013-12-15 4:44	0	20000000275	70
7221	-7.25E-12	2013-12-15 4:44	0	20000001450	43
7222	-5.38E-12	2013-12-15 4:44	0	20000001075	62
7223	-2.75E-12	2013-12-15 4:44	0	20000000550	52
7224	-7.63E-12	2013-12-15 4:44	0	20000001525	37
7225	-6.88E-12	2013-12-15 4:45	0	20000001375	61
7226	-6.25E-12	2013-12-15 4:45	0	20000001250	45
7227	-8.38E-12	2013-12-15 4:45	0	20000001675	64
7228	-4.25E-12	2013-12-15 4:45	0	20000000850	5f
7229	-5.88E-12	2013-12-15 4:45	0	20000001175	63
7230	-7.25E-12	2013-12-15 4:45	0	20000001450	43
7231	-1.13E-12	2013-12-15 4:46	0	20000000225	20
7232	-5.38E-12	2013-12-15 4:46	0	20000001075	62
7233	-3.88E-12	2013-12-15 4:46	0	20000000775	75
7234	-6.38E-12	2013-12-15 4:46	0	20000001275	60
7235	-6.63E-12	2013-12-15 4:46	0	20000001325	31
7236	-6.75E-12	2013-12-15 4:46	0	20000001350	44
7237	-3.13E-12	2013-12-15 4:47	0	20000000625	24
7238	-1.50E-12	2013-12-15 4:47	0	20000000300	4
7239	-2.63E-12	2013-12-15 4:47	0	20000000525	27
7240	-4.50E-12	2013-12-15 4:47	0	20000000900	0e
7241	-4.63E-12	2013-12-15 4:47	0	20000000925	2b
7242	-2.88E-12	2013-12-15 4:47	0	20000000575	77
7243	-5.25E-12	2013-12-15 4:48	0	20000001050	47
7244	-5.50E-12	2013-12-15 4:48	0	20000001100	16
7245	-6.13E-12	2013-12-15 4:48	0	20000001225	30
7246	-3.00E-12	2013-12-15 4:48	0	20000000600	1
7247	-3.63E-12	2013-12-15 4:48	0	20000000725	25
7248	-2.50E-12	2013-12-15 4:48	0	20000000500	2
7249	-2.63E-12	2013-12-15 4:49	0	20000000525	27
7250	-4.38E-12	2013-12-15 4:49	0	20000000875	7a
7251	-5.00E-12	2013-12-15 4:49	0	20000001000	17
7252	-2.50E-12	2013-12-15 4:49	0	20000000500	2
7253	-2.13E-12	2013-12-15 4:49	0	20000000425	26
7254	-3.25E-12	2013-12-15 4:50	0	20000000650	51
7255	-5.25E-12	2013-12-15 4:50	0	20000001050	47
7256	-4.63E-12	2013-12-15 4:50	0	20000000925	2b
7257	-6.88E-12	2013-12-15 4:50	0	20000001375	61
7258	-3.88E-12	2013-12-15 4:50	0	20000000775	75
7259	-5.00E-12	2013-12-15 4:51	0	20000001000	17
7260	-1.63E-12	2013-12-15 4:51	0	20000000325	21
7261	-1.38E-12	2013-12-15 4:51	0	20000000275	70
7262	-3.75E-13	2013-12-15 4:51	0	20000000075	72
7263	-4.25E-12	2013-12-15 4:51	0	20000000850	5f
7264	-5.63E-12	2013-12-15 4:51	0	20000001125	33
7265	-6.88E-12	2013-12-15 4:52	0	20000001375	61
7266	-3.75E-12	2013-12-15 4:52	0	20000000750	50
7267	-5.25E-12	2013-12-15 4:52	0	20000001050	47
7268	-3.38E-12	2013-12-15 4:52	0	20000000675	74
7269	-2.75E-12	2013-12-15 4:52	0	20000000550	52
7270	-6.38E-12	2013-12-15 4:52	0	20000001275	60
7271	-1.25E-12	2013-12-15 4:53	0	20000000250	55
7272	-1.13E-12	2013-12-15 4:53	0	20000000225	20
7273	-6.00E-12	2013-12-15 4:53	0	20000001200	15
7274	-5.38E-12	2013-12-15 4:53	0	20000001075	62
7275	-6.63E-12	2013-12-15 4:53	0	20000001325	31
7276	-4.38E-12	2013-12-15 4:53	0	20000000875	7a
7277	-2.88E-12	2013-12-15 4:54	0	20000000575	77
7278	-4.13E-12	2013-12-15 4:54	0	20000000825	2a
7279	-6.63E-12	2013-12-15 4:54	0	20000001325	31
7280	-3.00E-12	2013-12-15 4:54	0	20000000600	1
7281	-6.38E-12	2013-12-15 4:54	0	20000001275	60
7282	-6.75E-12	2013-12-15 4:54	0	20000001350	44
7283	-1.25E-12	2013-12-15 4:55	0	20000000250	55
7284	-1.38E-12	2013-12-15 4:55	0	20000000275	70
7285	-7.38E-12	2013-12-15 4:55	0	20000001475	66
7286	-8.75E-13	2013-12-15 4:55	0	20000000175	73
7287	2.54E-12	2013-12-15 4:55	0	19999994925	fffffff1
7288	-1.61E-12	2013-12-15 4:55	0	20000003225	10
7289	-2.63E-11	2013-12-15 4:56	0	20000005250	5
7290	-8.50E-12	2013-12-15 4:56	0	20000001700	10
7291	-8.63E-12	2013-12-15 4:56	0	20000001725	35
7292	-6.75E-12	2013-12-15 4:56	0	20000001350	44
7293	-6.25E-13	2013-12-15 4:56	0	20000000125	23
7294	-6.63E-12	2013-12-15 4:56	0	20000001325	31
7295	-5.75E-12	2013-12-15 4:57	0	20000001150	46
7296	-9.75E-12	2013-12-15 4:57	0	20000001950	4e
7297	-7.50E-12	2013-12-15 4:57	0	20000001500	12
7298	-5.88E-12	2013-12-15 4:57	0	20000001175	63
